Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
2090,18,Female,High School,Medium,93.8,5.6,8.2,3.1,82.0,67,3,No,5,9.0,11,High,No Risk
2091,25,Male,Graduate,High,91.4,3.8,8.1,3.8,,58,9,Yes,5,10.0,13,Medium,No Risk
2092,20,Male,High School,High,47.5,2.0,6.9,6.1,97.0,66,4,Yes,9,2.0,9,Low,Medium Risk
2093,24,Female,Postgraduate,Medium,68.6,4.4,7.2,3.9,66.0,59,4,No,5,7.0,7,Medium,No Risk
2094,19,Male,Graduate,High,77.2,4.3,8.4,2.2,95.0,68,5,Yes,4,1.0,11,High,No Risk
2095,19,Male,Diploma,Low,66.8,4.8,8.0,4.7,73.0,68,6,Yes,4,6.0,6,Medium,No Risk
2096,24,Female,Diploma,Medium,40.0,5.5,8.8,2.8,66.0,74,8,No,9,10.0,6,Medium,High Risk
2097,25,Male,High School,Low,70.0,5.3,6.2,4.0,56.0,69,10,Yes,7,9.0,9,Medium,No Risk
2098,24,Male,Diploma,Medium,78.0,3.1,6.2,4.4,100.0,60,5,No,2,6.0,8,Medium,No Risk
2099,24,Male,,Medium,72.2,3.8,6.6,2.7,93.0,88,7,Yes,1,6.0,12,High,No Risk
2100,19,Male,Diploma,Medium,67.0,6.2,5.9,3.8,69.0,77,4,No,4,9.0,3,High,No Risk
2101,25,Female,Diploma,Medium,78.5,3.5,5.4,6.2,84.0,65,6,Yes,9,1.0,5,Medium,No Risk
2102,23,Female,High School,High,81.8,3.8,7.6,2.4,78.0,60,3,No,9,7.0,6,Medium,No Risk
2103,19,Female,Graduate,Medium,72.8,1.8,7.5,5.7,71.0,53,3,Yes,2,4.0,3,Medium,No Risk
2104,19,Female,Diploma,High,93.1,,7.3,2.5,90.0,52,8,Yes,1,8.0,14,High,No Risk
2105,24,Female,High School,High,78.6,5.1,7.4,6.6,67.0,86,7,No,3,2.0,8,High,No Risk
2106,20,Male,Postgraduate,High,68.4,0.9,5.2,2.0,43.0,84,8,No,9,5.0,8,Low,No Risk
2107,24,Female,Diploma,Low,65.6,2.6,6.4,2.8,80.0,64,8,Yes,5,8.0,12,Medium,No Risk
2108,19,Male,Diploma,Medium,75.7,1.9,6.6,6.1,77.0,90,4,Yes,1,8.0,6,High,No Risk
2109,20,Male,Postgraduate,Medium,90.2,5.9,7.1,6.1,67.0,80,8,No,6,8.0,16,High,Medium Risk
2110,20,Female,Diploma,High,68.9,1.1,5.2,4.9,63.0,75,3,No,7,10.0,3,Low,No Risk
2111,20,Female,Postgraduate,Low,84.6,4.4,5.9,1.7,53.0,83,1,No,1,4.0,10,High,No Risk
2112,23,Male,Graduate,Medium,,5.8,6.5,3.6,71.0,80,3,No,7,8.0,11,High,No Risk
2113,25,Female,Graduate,Medium,99.9,4.8,8.3,3.5,63.0,74,7,Yes,9,9.0,12,High,No Risk
2114,25,Male,High School,Medium,82.3,3.7,7.3,2.0,90.0,69,7,No,1,10.0,9,High,No Risk
2115,23,Male,High School,High,70.3,5.1,8.2,4.7,84.0,71,8,No,1,3.0,10,High,No Risk
2116,19,Male,Diploma,Low,86.1,6.4,6.9,2.2,69.0,51,8,Yes,9,3.0,9,Medium,No Risk
2117,25,Male,High School,Medium,86.5,4.3,7.0,1.3,84.0,62,3,Yes,5,5.0,9,Medium,No Risk
2118,22,Female,High School,Medium,73.6,0.5,,0.7,74.0,95,8,Yes,1,9.0,8,Medium,No Risk
2119,22,Male,Graduate,Medium,65.2,6.6,6.8,6.4,72.0,61,5,No,2,9.0,16,High,Medium Risk
2120,23,Male,Graduate,Low,83.9,5.2,6.3,2.6,75.0,48,9,No,9,6.0,4,Medium,High Risk
2121,24,Male,High School,Medium,78.7,4.4,5.2,2.7,100.0,84,1,No,9,8.0,11,High,No Risk
2122,25,Female,Graduate,Medium,61.3,0.9,6.3,1.7,86.0,75,8,No,10,1.0,10,Low,No Risk
2123,22,Female,Postgraduate,High,80.8,4.0,8.0,5.8,72.0,76,7,No,7,8.0,9,Medium,No Risk
2124,22,Female,Graduate,Medium,71.0,2.9,8.5,1.2,89.0,70,5,No,7,7.0,8,Medium,No Risk
2125,23,Male,Graduate,High,61.3,2.3,6.1,1.5,89.0,84,9,No,9,4.0,10,Medium,No Risk
2126,20,Female,Graduate,Low,74.1,4.3,4.9,3.0,,92,3,Yes,10,7.0,3,High,No Risk
2127,20,Female,High School,Medium,92.1,3.5,8.1,3.5,71.0,65,4,No,1,10.0,6,High,No Risk
2128,23,Male,Diploma,Medium,91.3,3.7,7.1,4.6,70.0,80,4,No,7,10.0,10,High,No Risk
2129,18,Male,Postgraduate,Medium,88.4,5.8,5.4,2.4,60.0,87,5,Yes,8,7.0,8,High,No Risk
2130,20,Male,Graduate,Medium,81.0,5.0,4.0,6.1,79.0,64,3,Yes,10,7.0,8,Medium,No Risk
2131,23,Male,Graduate,Low,84.6,3.6,5.8,2.4,67.0,92,7,No,1,7.0,5,High,No Risk
2132,25,Male,Postgraduate,Low,79.1,3.4,6.4,1.8,69.0,86,1,Yes,8,2.0,8,Medium,No Risk
2133,22,Male,High School,High,65.8,3.7,5.6,1.6,85.0,56,1,No,6,4.0,9,Medium,No Risk
2134,21,Male,Diploma,High,68.0,4.1,7.8,2.2,100.0,93,2,No,7,10.0,12,High,No Risk
2135,21,Female,Graduate,Low,71.3,5.6,6.0,1.5,82.0,57,5,No,10,1.0,10,Medium,No Risk
2136,23,Male,High School,Medium,93.4,2.6,7.0,4.8,74.0,63,1,No,10,4.0,9,Medium,No Risk
2137,22,Male,Graduate,Medium,89.8,7.1,9.8,1.8,76.0,81,7,Yes,2,,1,High,No Risk
2138,18,Female,Graduate,Medium,66.1,5.6,7.1,3.3,93.0,86,2,No,5,7.0,12,High,No Risk
2139,22,Male,Graduate,Medium,78.6,0.5,6.9,1.7,82.0,73,8,Yes,5,4.0,10,Medium,No Risk
2140,21,Male,High School,High,73.6,4.7,6.9,1.5,79.0,64,9,Yes,5,6.0,7,Medium,No Risk
2141,23,Male,Graduate,Medium,76.3,6.4,7.8,5.4,80.0,69,9,No,5,8.0,4,High,No Risk
2142,25,Male,High School,Medium,72.1,5.2,7.7,6.2,55.0,67,6,No,9,4.0,6,Medium,No Risk
2143,25,Male,Postgraduate,Medium,93.5,3.8,5.8,5.7,82.0,83,6,No,9,10.0,10,High,No Risk
2144,22,Male,High School,Medium,77.8,4.4,6.5,1.0,63.0,67,4,No,7,5.0,7,Medium,No Risk
2145,20,Male,Postgraduate,Low,80.4,,6.2,1.2,82.0,64,2,No,7,9.0,7,Medium,No Risk
2146,21,Female,Diploma,High,80.5,5.9,6.7,6.9,65.0,53,3,No,2,7.0,6,High,No Risk
2147,19,Female,Diploma,Medium,66.7,2.0,9.2,3.1,85.0,64,3,Yes,4,1.0,10,Medium,No Risk
2148,25,Male,Diploma,High,79.2,3.4,7.7,1.2,74.0,70,6,Yes,4,9.0,11,Medium,No Risk
2149,24,Male,High School,High,89.7,7.4,6.9,5.3,59.0,57,1,Yes,2,2.0,5,High,No Risk
2150,24,Male,Diploma,Medium,94.2,4.6,8.5,3.6,72.0,49,10,No,6,10.0,10,Medium,High Risk
2151,20,Female,Graduate,Medium,65.4,7.3,7.2,4.5,100.0,85,2,No,7,1.0,5,High,No Risk
2152,20,Female,Graduate,Low,61.3,9.9,5.0,0.0,42.0,59,4,No,1,10.0,3,High,No Risk
2153,24,Male,High School,Medium,78.7,3.6,9.0,2.9,78.0,55,4,Yes,5,5.0,14,Medium,No Risk
2154,22,Male,Graduate,Medium,90.2,,6.8,5.1,61.0,92,9,No,6,2.0,8,High,No Risk
2155,23,Male,Postgraduate,Low,82.0,4.0,4.3,2.4,97.0,83,7,No,5,3.0,13,High,No Risk
2156,21,Female,Graduate,Low,85.5,6.5,5.1,5.6,88.0,85,10,Yes,3,2.0,5,High,No Risk
2157,21,Female,Diploma,High,63.0,6.7,8.4,1.3,79.0,79,10,No,1,6.0,7,High,No Risk
2158,23,Male,High School,Medium,71.7,8.6,5.1,3.3,90.0,89,8,No,3,3.0,6,High,No Risk
2159,24,Female,Postgraduate,Medium,53.8,4.4,8.6,6.3,80.0,83,2,No,10,8.0,10,Medium,Medium Risk
2160,20,Male,Diploma,Medium,76.4,5.4,7.1,1.5,76.0,68,6,No,9,10.0,7,Medium,No Risk
2161,24,Female,Diploma,Medium,54.2,3.2,,4.0,67.0,58,6,No,7,3.0,5,Low,Medium Risk
2162,19,Female,Graduate,Medium,92.7,0.5,6.7,4.5,71.0,55,4,Yes,3,1.0,4,Medium,No Risk
2163,21,Male,High School,Medium,,4.4,7.6,3.7,69.0,70,1,Yes,1,1.0,9,High,No Risk
2164,25,Male,Graduate,Medium,79.5,2.4,7.4,3.1,76.0,58,1,Yes,9,7.0,10,Medium,No Risk
2165,25,Female,High School,Low,61.4,5.7,7.0,2.0,48.0,62,4,No,5,8.0,16,Medium,Medium Risk
2166,25,Male,Graduate,Medium,82.1,1.1,5.7,3.8,91.0,70,8,Yes,6,10.0,11,Medium,No Risk
2167,20,Female,Postgraduate,Low,98.5,3.2,7.4,3.3,100.0,90,2,Yes,10,2.0,4,High,No Risk
2168,24,Male,Postgraduate,High,83.2,5.0,4.8,1.1,70.0,52,10,No,10,6.0,14,Medium,No Risk
2169,25,Female,Postgraduate,Low,91.0,5.2,8.1,5.4,94.0,72,3,Yes,6,2.0,3,High,No Risk
2170,25,Male,Postgraduate,Low,72.7,4.4,7.2,2.0,74.0,56,7,Yes,8,1.0,13,Medium,No Risk
2171,18,Male,High School,Medium,68.4,7.9,7.6,1.1,67.0,65,1,No,6,5.0,7,High,No Risk
2172,23,Male,Postgraduate,Low,77.2,7.3,4.0,2.5,70.0,84,1,No,5,1.0,14,High,No Risk
2173,25,Male,Postgraduate,Medium,56.8,3.3,5.6,2.0,77.0,61,6,No,3,2.0,7,Medium,Medium Risk
2174,24,Male,Diploma,Medium,100.0,7.4,6.4,3.1,65.0,69,2,Yes,1,8.0,10,High,No Risk
2175,19,Female,Diploma,High,79.5,7.7,7.8,1.4,85.0,74,7,Yes,10,3.0,6,High,No Risk
2176,24,Male,High School,Low,87.5,4.3,5.9,4.3,68.0,81,4,No,9,4.0,13,Medium,No Risk
2177,18,Male,Graduate,Medium,72.9,4.6,10.0,5.8,60.0,65,3,No,4,10.0,10,Medium,No Risk
2178,21,Male,Graduate,Medium,61.0,4.4,6.7,3.7,76.0,88,10,No,8,6.0,12,Medium,No Risk
2179,23,Male,Diploma,Low,93.7,3.3,5.8,1.0,66.0,66,4,Yes,2,2.0,6,High,No Risk
2180,21,Female,Diploma,Medium,65.6,3.5,6.8,1.9,71.0,78,1,No,2,1.0,7,Medium,No Risk
2181,23,Female,Graduate,High,81.8,6.9,5.9,3.9,75.0,70,2,No,9,5.0,7,High,No Risk
2182,19,Male,High School,Medium,82.9,5.3,5.6,0.2,56.0,82,4,No,10,9.0,3,Medium,No Risk
2183,22,Female,Postgraduate,High,78.8,3.5,8.2,1.4,98.0,98,5,Yes,7,1.0,5,High,No Risk
2184,23,Female,High School,Medium,69.4,,7.6,0.7,88.0,68,6,Yes,5,,5,Medium,No Risk
2185,23,Female,High School,Medium,76.4,3.1,7.6,3.7,67.0,72,5,Yes,7,5.0,6,Medium,No Risk
2186,20,Male,High School,High,67.5,4.2,8.5,7.2,76.0,66,2,No,1,7.0,7,Medium,No Risk
2187,20,Male,Postgraduate,Low,86.9,6.1,7.6,1.4,86.0,64,3,No,4,6.0,13,High,No Risk
2188,20,Male,Postgraduate,Medium,84.3,3.0,5.7,4.9,79.0,63,2,Yes,3,5.0,8,Medium,No Risk
2189,21,Female,High School,Medium,77.8,6.1,7.9,2.5,100.0,72,6,No,6,4.0,10,High,No Risk
2190,22,Female,High School,High,71.7,4.9,5.6,1.3,72.0,62,1,No,9,4.0,7,Medium,No Risk
2191,20,Male,Diploma,High,100.0,4.8,6.4,6.2,94.0,62,8,Yes,1,8.0,6,High,No Risk
2192,21,Male,High School,Low,63.7,6.3,6.9,7.2,56.0,31,6,No,5,2.0,2,Medium,High Risk
2193,20,Female,Graduate,Medium,61.0,6.0,6.8,4.2,58.0,90,3,No,8,8.0,5,High,No Risk
2194,19,Female,High School,Low,,2.0,4.9,4.1,100.0,93,3,No,9,10.0,13,Medium,No Risk
2195,23,Male,Diploma,Medium,75.2,2.5,5.8,3.6,70.0,80,1,No,9,6.0,6,Medium,No Risk
2196,24,Female,Diploma,Medium,90.1,4.1,7.0,3.2,58.0,61,1,No,5,5.0,5,Medium,No Risk
2197,20,Male,Diploma,Low,85.1,5.1,6.3,4.1,75.0,56,7,Yes,10,9.0,8,Medium,No Risk
2198,24,Male,Diploma,High,78.3,7.0,8.4,4.6,95.0,52,6,Yes,2,2.0,9,High,No Risk
2199,22,Female,High School,Medium,83.5,4.6,8.6,6.3,65.0,80,2,Yes,9,8.0,9,Medium,No Risk
2200,19,Female,High School,Medium,83.3,7.6,5.7,2.6,75.0,88,8,Yes,2,8.0,9,High,No Risk
2201,20,Female,High School,High,100.0,3.2,7.1,3.7,,74,10,No,7,4.0,15,Medium,No Risk
2202,18,Male,High School,Medium,80.8,3.5,8.9,3.3,69.0,83,7,No,9,10.0,6,Medium,No Risk
2203,18,Male,Postgraduate,Medium,70.5,3.9,6.8,5.2,91.0,78,9,No,7,5.0,11,Medium,No Risk
2204,20,Male,High School,Low,80.2,3.0,6.5,7.6,64.0,62,7,No,2,3.0,7,Medium,No Risk
2205,21,Male,Diploma,Low,49.2,6.6,8.0,5.3,57.0,85,10,Yes,9,3.0,7,Medium,High Risk
2206,24,Male,High School,Low,77.6,0.5,6.7,4.9,64.0,84,6,Yes,10,7.0,7,Low,No Risk
2207,19,Male,Graduate,Medium,90.0,3.6,8.5,5.0,67.0,59,9,Yes,5,10.0,7,Medium,No Risk
2208,24,Male,Postgraduate,Medium,84.6,6.6,6.3,5.7,87.0,82,8,No,3,10.0,8,High,No Risk
2209,19,Male,Graduate,Medium,81.3,3.9,6.4,7.6,82.0,70,4,Yes,7,10.0,5,Medium,No Risk
2210,19,Male,Graduate,Medium,85.1,6.4,7.9,0.6,,69,1,Yes,10,2.0,9,High,No Risk
2211,23,Female,Graduate,Low,90.1,8.5,7.1,4.5,76.0,77,5,Yes,10,8.0,4,High,No Risk
2212,24,Male,Diploma,Medium,93.7,4.6,7.1,0.0,67.0,77,2,Yes,1,9.0,9,High,No Risk
2213,22,Female,Postgraduate,High,82.9,6.6,4.7,5.1,64.0,84,9,Yes,2,3.0,7,High,No Risk
2214,18,Female,Graduate,Low,74.5,8.9,6.6,4.4,82.0,61,8,No,6,5.0,8,High,No Risk
2215,18,Female,High School,Medium,52.6,5.2,8.0,2.6,100.0,79,9,No,9,1.0,12,Medium,High Risk
2216,21,Male,Diploma,Low,88.8,4.4,6.1,0.0,62.0,57,4,Yes,1,7.0,9,High,No Risk
2217,21,Male,High School,Medium,83.7,6.1,7.8,3.5,61.0,70,6,Yes,7,6.0,7,High,No Risk
2218,25,Female,High School,Medium,79.7,6.6,7.3,3.9,59.0,71,3,No,3,2.0,6,High,No Risk
2219,20,Male,Graduate,Low,70.4,4.4,6.8,3.4,88.0,85,5,Yes,3,,5,High,No Risk
2220,19,Male,High School,Medium,88.6,,8.6,2.4,75.0,72,1,Yes,9,3.0,9,Medium,No Risk
2221,25,Male,Graduate,High,75.2,7.6,6.6,2.0,84.0,69,4,No,3,7.0,10,High,No Risk
2222,19,Female,Postgraduate,Low,77.6,4.0,6.7,3.4,68.0,91,9,Yes,2,6.0,10,High,No Risk
2223,18,Male,Diploma,Medium,77.4,6.6,6.7,2.1,85.0,66,7,No,10,6.0,6,High,No Risk
2224,21,Female,Diploma,Medium,82.9,5.0,7.1,4.9,72.0,66,9,No,9,3.0,13,Medium,No Risk
2225,21,Male,Graduate,Low,65.4,7.8,7.9,3.4,53.0,48,8,No,10,8.0,7,Medium,Medium Risk
2226,22,Male,Graduate,Medium,84.2,3.0,5.2,0.6,90.0,69,1,Yes,6,6.0,6,Medium,No Risk
2227,25,Female,High School,Medium,70.1,3.0,8.0,3.8,75.0,60,5,No,3,4.0,4,Medium,No Risk
2228,25,Male,High School,Low,70.5,6.0,7.1,4.2,71.0,69,4,No,8,1.0,7,Medium,No Risk
2229,20,Female,Graduate,High,87.7,2.5,7.7,6.3,80.0,75,2,No,8,9.0,11,Medium,No Risk
2230,25,Male,Postgraduate,Medium,67.1,4.7,9.9,5.1,54.0,58,3,Yes,4,8.0,10,Medium,No Risk
2231,23,Male,High School,Medium,87.7,7.3,6.4,2.0,82.0,61,1,No,6,4.0,6,High,No Risk
2232,18,Female,Diploma,Low,79.1,1.3,5.5,5.9,67.0,51,3,No,10,3.0,7,Low,No Risk
2233,25,Male,Postgraduate,Low,59.9,5.2,7.2,1.1,74.0,65,7,Yes,6,10.0,5,Medium,Medium Risk
2234,19,Male,High School,Medium,93.0,6.7,7.4,3.5,93.0,60,3,Yes,9,8.0,9,High,No Risk
2235,22,Female,,Medium,81.4,4.5,8.0,4.8,86.0,100,8,No,1,2.0,7,High,No Risk
2236,24,Female,Graduate,Medium,82.3,2.8,6.4,6.0,73.0,92,3,No,10,2.0,5,Medium,No Risk
2237,19,Female,High School,Medium,89.1,4.0,6.0,6.7,74.0,89,1,No,10,6.0,9,High,No Risk
2238,20,Male,High School,Medium,94.5,3.0,5.2,5.7,38.0,55,8,No,2,8.0,9,Medium,No Risk
2239,21,Male,Graduate,Medium,80.2,4.6,5.4,3.3,64.0,70,2,Yes,5,1.0,6,Medium,No Risk
2240,25,Female,Graduate,Medium,84.8,4.0,6.5,4.5,79.0,56,10,Yes,3,1.0,11,Medium,No Risk
2241,19,Male,Diploma,Medium,82.1,3.6,6.9,3.9,65.0,96,5,No,6,7.0,11,High,No Risk
2242,23,Male,Diploma,Medium,74.2,5.3,9.5,2.3,56.0,83,1,No,9,2.0,6,Medium,No Risk
2243,21,Female,Graduate,Medium,60.6,7.3,5.0,3.3,,58,3,No,2,6.0,6,High,No Risk
2244,18,Male,Graduate,Medium,80.4,5.1,7.4,6.6,96.0,77,4,Yes,7,4.0,6,High,No Risk
2245,23,Male,Graduate,High,93.2,6.9,6.1,4.6,65.0,53,5,No,2,9.0,9,High,No Risk
2246,24,Male,Graduate,High,84.4,7.3,7.3,7.0,89.0,70,7,No,4,8.0,6,High,No Risk
2247,22,Male,Graduate,Medium,66.3,3.4,6.3,1.7,87.0,70,4,Yes,6,2.0,9,Medium,No Risk
2248,19,Female,Postgraduate,Medium,90.1,5.0,8.2,2.9,61.0,82,4,No,5,1.0,4,High,No Risk
2249,19,Female,Graduate,High,74.6,3.7,8.2,4.2,65.0,85,10,Yes,2,5.0,6,High,No Risk
2250,21,Male,High School,High,55.0,1.8,6.9,4.8,100.0,72,2,Yes,5,8.0,13,Medium,Medium Risk
2251,22,Male,Postgraduate,Low,89.2,5.1,8.7,3.3,59.0,69,8,No,4,5.0,9,High,No Risk
2252,22,Female,Postgraduate,Medium,67.6,2.6,7.9,4.9,67.0,30,2,Yes,6,3.0,7,Low,High Risk
2253,19,Male,Diploma,Medium,97.6,5.4,,4.8,100.0,92,3,No,4,1.0,11,High,No Risk
2254,22,Male,High School,High,90.6,1.7,6.9,1.1,67.0,63,6,No,5,10.0,9,Medium,No Risk
2255,20,Female,Graduate,High,75.5,4.8,,4.8,96.0,73,1,Yes,10,9.0,11,Medium,No Risk
2256,23,Female,Diploma,High,83.1,1.7,6.1,5.3,61.0,100,2,No,5,3.0,7,High,No Risk
2257,24,Male,Graduate,Medium,100.0,5.7,6.0,4.0,78.0,56,9,Yes,8,5.0,6,High,No Risk
2258,23,Female,Diploma,High,89.0,,9.6,0.4,92.0,72,1,Yes,4,2.0,9,High,No Risk
2259,18,Male,High School,Low,80.6,3.6,5.7,3.0,69.0,78,2,Yes,7,4.0,6,Medium,No Risk
2260,25,Female,High School,Medium,100.0,6.5,6.5,4.2,77.0,86,8,No,5,7.0,6,High,No Risk
2261,18,Male,Postgraduate,Medium,79.3,3.9,,2.0,87.0,72,5,Yes,7,7.0,10,Medium,No Risk
2262,25,Male,,Medium,84.4,4.7,6.0,5.1,62.0,87,4,Yes,2,3.0,10,High,No Risk
2263,18,Female,Graduate,Medium,67.7,4.1,5.8,4.7,100.0,67,9,No,9,4.0,5,Medium,No Risk
2264,22,Male,High School,Low,59.6,5.4,6.2,3.7,92.0,79,9,No,2,6.0,8,High,Medium Risk
2265,18,Male,Diploma,Low,74.8,6.4,7.4,3.5,71.0,77,2,No,2,6.0,9,High,No Risk
2266,18,Male,Diploma,High,78.4,6.0,7.6,3.8,72.0,71,5,Yes,7,8.0,6,High,No Risk
2267,23,Female,High School,Low,81.6,,5.8,3.5,100.0,76,10,No,3,5.0,2,High,No Risk
2268,23,Female,Graduate,Medium,62.4,6.7,6.1,1.3,71.0,61,2,No,10,8.0,13,Medium,No Risk
2269,18,Male,Graduate,Low,85.3,2.9,8.3,2.8,69.0,68,5,Yes,7,3.0,6,Medium,No Risk
2270,25,Female,High School,Medium,68.9,,9.0,3.6,93.0,55,2,Yes,3,3.0,5,Medium,No Risk
2271,20,Female,Diploma,Medium,84.7,4.3,8.5,5.9,55.0,66,2,Yes,10,10.0,8,Medium,No Risk
2272,20,Male,Graduate,Medium,88.3,6.4,5.0,4.7,75.0,87,9,No,10,3.0,9,High,No Risk
2273,20,Male,Graduate,Medium,73.6,2.4,8.4,6.0,77.0,77,7,No,3,9.0,6,Medium,No Risk
2274,21,Male,Diploma,Medium,67.4,6.1,9.2,1.1,65.0,76,2,Yes,7,3.0,9,Medium,No Risk
2275,19,Male,Graduate,High,95.0,4.4,5.0,2.9,53.0,51,4,Yes,5,2.0,5,Medium,No Risk
2276,21,Male,High School,Low,87.6,3.7,8.3,7.0,77.0,76,4,No,10,4.0,9,Medium,No Risk
2277,19,Male,High School,Medium,79.7,6.5,7.3,2.2,86.0,71,10,No,10,1.0,8,High,No Risk
2278,18,Male,Graduate,Low,94.2,3.1,6.6,2.2,66.0,79,4,No,4,8.0,5,High,No Risk
2279,20,Male,Graduate,High,78.9,8.6,7.1,3.0,58.0,90,2,Yes,10,10.0,7,High,No Risk
2280,23,Female,Graduate,Low,71.2,4.2,7.5,6.9,95.0,67,10,No,7,6.0,8,Medium,No Risk
2281,24,Male,High School,Medium,67.0,4.8,8.4,2.4,84.0,68,1,Yes,1,10.0,8,High,No Risk
2282,20,Female,Diploma,Medium,76.8,7.3,8.3,4.4,71.0,84,10,Yes,6,9.0,10,High,No Risk
2283,20,Female,Graduate,Medium,,4.8,5.2,4.2,90.0,64,4,No,4,10.0,12,High,No Risk
2284,24,Female,High School,High,93.3,6.6,6.2,0.2,80.0,73,7,Yes,10,7.0,11,High,No Risk
2285,23,Female,Diploma,Low,78.3,1.0,7.1,3.5,100.0,46,6,No,2,4.0,4,Medium,Medium Risk
2286,24,Female,Graduate,Medium,91.3,3.7,8.9,2.6,86.0,68,3,Yes,1,7.0,3,High,No Risk
2287,25,Male,High School,High,75.6,5.2,4.0,4.7,55.0,89,6,No,2,3.0,9,High,No Risk
2288,24,Female,,High,69.4,6.4,6.3,6.5,66.0,76,2,Yes,1,6.0,9,High,No Risk
2289,25,Male,High School,Medium,63.6,5.9,5.2,2.9,67.0,84,6,Yes,5,,6,High,No Risk
2290,21,Female,Postgraduate,Medium,72.4,5.7,5.4,2.9,81.0,84,1,Yes,9,5.0,4,High,No Risk
2291,21,Male,High School,Medium,64.0,6.4,8.2,7.8,71.0,90,3,No,5,5.0,10,High,No Risk
2292,20,Male,High School,Medium,100.0,5.4,6.4,2.3,59.0,67,1,No,1,4.0,9,High,No Risk
2293,19,Male,High School,High,82.8,0.6,4.2,1.2,,84,7,No,9,1.0,9,Medium,No Risk
2294,23,Female,High School,High,76.9,7.1,,5.8,91.0,100,10,No,10,2.0,11,High,No Risk
2295,23,Male,High School,Medium,,3.0,9.4,3.4,74.0,72,1,No,8,2.0,10,Medium,No Risk
2296,24,Male,Graduate,Medium,63.7,5.1,4.8,4.0,79.0,55,7,Yes,1,,11,Medium,No Risk
2297,19,Male,High School,Medium,76.5,4.8,7.6,7.3,61.0,64,6,Yes,3,1.0,5,Medium,No Risk
2298,21,Male,High School,Low,100.0,4.6,8.9,1.1,68.0,78,2,No,2,10.0,12,High,No Risk
2299,19,Female,High School,High,76.4,2.5,6.9,3.2,69.0,50,7,No,7,8.0,6,Low,No Risk
2300,25,Female,Diploma,Medium,100.0,1.0,9.3,1.4,84.0,62,8,Yes,4,9.0,5,Medium,No Risk
2301,20,Male,High School,Low,86.6,2.7,6.2,4.1,80.0,68,10,Yes,1,6.0,5,High,No Risk
2302,19,Male,Graduate,Medium,92.4,6.0,8.7,2.6,71.0,73,1,No,8,1.0,6,High,No Risk
2303,22,Male,Graduate,Medium,92.7,1.9,8.5,1.5,70.0,95,2,Yes,8,2.0,12,Medium,No Risk
2304,25,Male,Graduate,Low,78.0,2.9,7.0,4.7,46.0,81,6,Yes,6,3.0,6,Medium,No Risk
2305,25,Female,High School,Medium,72.6,5.3,5.2,3.5,100.0,58,8,No,2,8.0,10,High,No Risk
2306,18,Female,Postgraduate,Medium,76.7,2.7,5.8,1.4,45.0,100,2,No,10,9.0,10,Medium,No Risk
2307,20,Male,Graduate,Medium,67.1,3.5,4.2,1.5,82.0,72,4,Yes,4,7.0,14,Medium,No Risk
2308,19,Female,High School,Low,77.3,4.6,7.7,3.9,77.0,50,5,No,7,6.0,9,Medium,No Risk
2309,20,Male,Diploma,Medium,78.0,5.0,7.6,0.7,72.0,59,7,Yes,1,4.0,7,High,No Risk
2310,22,Female,Graduate,Low,96.6,2.6,7.1,3.9,76.0,59,3,Yes,6,1.0,5,Medium,No Risk
2311,20,Male,Diploma,High,84.5,4.8,6.9,5.8,66.0,54,3,No,9,3.0,8,Medium,No Risk
2312,18,Female,Diploma,Medium,100.0,5.2,8.6,4.6,86.0,79,2,No,6,9.0,10,High,No Risk
2313,22,Male,Graduate,High,54.2,2.2,7.4,2.4,56.0,37,3,No,3,7.0,6,Low,Medium Risk
2314,18,Female,High School,Low,64.6,4.9,6.3,4.0,81.0,85,10,Yes,5,8.0,6,High,No Risk
2315,19,Male,Postgraduate,Low,74.1,3.2,7.2,1.4,66.0,83,8,Yes,3,10.0,8,Medium,No Risk
2316,18,Male,High School,Medium,94.4,4.7,9.5,3.7,70.0,66,10,No,7,3.0,4,High,No Risk
2317,18,Male,High School,Medium,76.8,,7.7,2.9,70.0,84,10,Yes,6,7.0,12,High,No Risk
2318,21,Male,High School,High,61.9,4.2,6.5,1.7,74.0,58,5,Yes,10,,3,Low,No Risk
2319,24,Female,Diploma,Medium,75.3,6.1,6.9,4.6,84.0,61,2,Yes,1,,13,High,No Risk
2320,24,Female,Postgraduate,Medium,64.8,5.9,7.6,0.1,75.0,79,8,Yes,10,9.0,11,Medium,No Risk
2321,18,Female,Graduate,Low,62.7,6.1,6.5,1.5,90.0,69,10,No,3,10.0,6,High,No Risk
2322,18,Male,Postgraduate,Medium,100.0,5.2,6.4,1.7,92.0,64,3,Yes,2,7.0,9,High,No Risk
2323,20,Female,Diploma,Medium,74.1,6.5,7.0,2.6,81.0,71,8,Yes,3,9.0,11,High,No Risk
2324,23,Female,Diploma,High,79.9,5.2,8.8,5.7,86.0,89,4,Yes,5,8.0,6,High,No Risk
2325,23,Male,Diploma,Medium,77.0,1.5,7.9,4.8,100.0,89,10,No,8,4.0,6,Medium,No Risk
